  6.60000000000000E+02  -5.00000000000000E+01  -6.10000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.11517535262000E-04  -1.35203816673000E-04  -7.85721415991000E-05  -1.86449015690000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -5.90000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.11115057569000E-04  -1.35793953960000E-04  -7.47269598024000E-05  -1.86321069268000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -5.70000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.10778855133000E-04  -1.36247080535000E-04  -6.87443814130000E-05  -1.86204209814000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -5.50000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.10446176101000E-04  -1.36653429652000E-04  -6.27821804880000E-05  -1.86094193368000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -5.30000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.10117020472000E-04  -1.37013001311000E-04  -5.68403570274000E-05  -1.85991019931000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -5.10000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.09791388247000E-04  -1.37325795512000E-04  -5.09189110312000E-05  -1.85894689502000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -4.90000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.09482269480000E-04  -1.37572056329000E-04  -4.59898853371000E-05  -1.85801517362000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -4.70000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.09187798221000E-04  -1.37776578615000E-04  -4.21922255835000E-05  -1.85710980794000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -4.50000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.08894362431000E-04  -1.37967383247000E-04  -3.86002041455000E-05  -1.85626590279000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -4.30000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.08601962111000E-04  -1.38144470224000E-04  -3.52138210230000E-05  -1.85548345816000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -4.10000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.08310597259000E-04  -1.38307839548000E-04  -3.20330762161000E-05  -1.85476247405000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -3.90000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.08034427445000E-04  -1.38467417676000E-04  -2.88366352484000E-05  -1.85411709775000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -3.70000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.07773380307000E-04  -1.38624306987000E-04  -2.55268275936000E-05  -1.85355216594000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -3.50000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.07513272158000E-04  -1.38768948485000E-04  -2.22924308860000E-05  -1.85305514360000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -3.30000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.07254102999000E-04  -1.38901342169000E-04  -1.91334451257000E-05  -1.85262603070000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -3.10000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.06995872830000E-04  -1.39021488039000E-04  -1.60498703127000E-05  -1.85226482726000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -2.90000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.06757157186000E-04  -1.39152641517000E-04  -1.32372623600000E-05  -1.85194841231000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -2.70000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.06537865328000E-04  -1.39295839382000E-04  -1.06837539883000E-05  -1.85167111181000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -2.50000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.06319391476000E-04  -1.39428171803000E-04  -8.18983352476000E-06  -1.85145415538000E-05
  6.60000000000000E+02  -5.00000000000000E+01  -2.30000000000000E+00  6.61891229735000E+02  -4.33231398319000E+00  2.06101735630000E-04  -1.39549638780000E-04  -5.75550096935000E-06  -1.85129754301000E-05
